Performance_ID,Youtube_ID,Likes,Comments
1332,1332,31403,1402
1333,1333,1710,52
1334,1334,,
1335,1335,852,25
1336,1336,6011,422
1337,1337,1115398,40499
1338,1338,307980,7538
1339,1339,1457471,59793
1340,1340,191398,8459
1341,1341,92755,3310
1342,1342,1937,121
1343,1343,34523,669
1344,1344,180639,6130
1345,1345,96129,2847
1346,1346,14535,274
1347,1347,7185662,169910
1348,1348,904649,24109
1349,1349,1020227,27963
1350,1350,3259320,133304
1351,1351,438792,14224
1352,1352,263824,5362
1353,1353,429079,14937
1354,1354,2958,66
1355,1355,272701,7541
1356,1356,29238,611
1357,1357,2230373,121178
1358,1358,368273,9143
1359,1359,53196,1621
1360,1360,403412,10308
1361,1361,1353,55
1362,1362,2230373,121178
1363,1363,1887,169
1364,1364,1656,11
1365,1365,4887,253
1366,1366,2230373,121178
1367,1367,5730,472
1368,1368,525370,20487
1369,1369,406060,7977
1370,1370,17375,640
1371,1371,430239,9935
1372,1372,52667,683
1373,1373,199162,5266
1374,1374,413447,12441
1375,1375,36349,1448
1376,1376,486502,17280
1377,1377,71541,2827
1378,1378,15239,384
1379,1379,679985,22628
1380,1380,1005116,34773
1381,1381,29764,797
1382,1382,1346667,41761
1383,1383,484618,16224
1384,1384,869724,31143
1385,1385,297449,16162
1386,1386,222706,8103
1387,1387,286919,3844
1388,1388,582378,69930
1389,1389,904372,16339
1390,1390,1283495,24492
1391,1391,1612084,32999
1392,1392,600628,14212
1393,1393,73899,1704
1394,1394,674495,15371
1395,1395,50185,991
1396,1396,25243,821
1397,1397,40,4
1398,1398,7090,158
1399,1399,27723,726
1400,1400,904,25
1401,1401,13349,296
1402,1402,291898,7647
1403,1403,3193,67
1404,1404,272907,4175
1405,1405,302167,4867
1406,1406,635620,15746
1407,1407,23083,453
1408,1408,22,3
1409,1409,3756,73
1410,1410,29045,558
1411,1411,5052,269
1412,1412,393,11
1413,1413,366,10
1414,1414,380,11
1415,1415,2464,66
1416,1416,6457,142
1417,1417,,
1418,1418,34984,919
1419,1419,284154,11115
1420,1420,484142,21938
1421,1421,32614,1909
1422,1422,238152,24529
1423,1423,91232,5835
1424,1424,6590,143
1425,1425,75279,3136
1426,1426,962884,26450
1427,1427,1310735,24260
1428,1428,1124417,20866
1429,1429,1986209,74250
1430,1430,1462866,28468
1431,1431,712565,17000
1432,1432,3554366,116387
1433,1433,265586,4217
1434,1434,257445,3129
1435,1435,678530,9282
1436,1436,121142,1722
1437,1437,103298,1454
1438,1438,1406326,30074
1439,1439,15533,818
1440,1440,1086047,33339
1441,1441,665567,16166
1442,1442,314877,7716
1443,1443,349334,8399
1444,1444,161439,4445
1445,1445,664979,22903
1446,1446,2209,100
1447,1447,82398,1835
1448,1448,423736,5221
1449,1449,331283,5359
1450,1450,373431,7278
1451,1451,154115,2161
1452,1452,207718,3224
1453,1453,147327,2392
1454,1454,185557,3329
1455,1455,404098,11963
1456,1456,107211,1586
1457,1457,1671436,23164
1458,1458,839607,21749
1459,1459,664906,15077
1460,1460,991260,24313
1461,1461,72213,516
1462,1462,376799,9794
1463,1463,246355,6762
1464,1464,673121,9811
1465,1465,43330,1433
1466,1466,603882,21677
1467,1467,23140,1192
1468,1468,690,21
1469,1469,112584,3497
1470,1470,,
1471,1471,283760,8911
1472,1472,5042,178
1473,1473,23140,1192
1474,1474,204,14
1475,1475,40722,4014
1476,1476,1332,66
1477,1477,15599,140
1478,1478,569119,18398
1479,1479,288734,3981
1480,1480,526640,9722
1481,1481,,
1482,1482,441097,8078
1483,1483,1405768,21886
1484,1484,516957,10319
1485,1485,24880,627
1486,1486,3795,7
1487,1487,81537,1921
1488,1488,1498795,52274
1489,1489,705813,22636
1490,1490,351216,13841
1491,1491,1250055,24984
1492,1492,327137,8124
1493,1493,350973,9976
1494,1494,,
1495,1495,,
1496,1496,152314,2572
1497,1497,552216,13831
1498,1498,336678,10448
1499,1499,641778,3034
1500,1500,399019,12621
1501,1501,416469,11890
1502,1502,526,20
1503,1503,154647,5132
1504,1504,322740,7437
1505,1505,278075,9292
1506,1506,89802,3304
