Musicality_ID,Track_ID,Tempo,Key
1329,1329,125.903,2
1330,1330,79.904,7
1331,1331,120.286,0
1332,1332,74.782,2
1333,1333,135.786,7
1334,1334,145.162,2
1335,1335,100.309,4
1336,1336,67.89,3
1337,1337,135.739,4
1338,1338,112.041,0
1339,1339,172.395,2
1340,1340,170.508,0
1341,1341,207.081,2
1342,1342,97.724,2
1343,1343,82.342,9
1344,1344,73.984,0
1345,1345,89.595,2
1346,1346,89.089,2
1347,1347,168.189,2
1348,1348,101.875,7
1349,1349,107.075,11
1350,1350,89.917,1
1351,1351,162.831,2
1352,1352,119.987,4
1353,1353,164.062,4
1354,1354,95.505,8
1355,1355,89.849,2
1356,1356,95.991,0
1357,1357,79.314,3
1358,1358,163.665,1
1359,1359,75.296,1
1360,1360,119.78,3
1361,1361,108.821,9
1362,1362,137.697,10
1363,1363,63.386,4
1364,1364,84.374,10
1365,1365,66.628,4
1366,1366,132.883,10
1367,1367,77.986,1
1368,1368,95.033,0
1369,1369,97.461,0
1370,1370,142.924,0
1371,1371,152.189,0
1372,1372,93.024,2
1373,1373,77.899,9
1374,1374,143.916,0
1375,1375,96.313,11
1376,1376,175.699,7
1377,1377,99.195,4
1378,1378,119.919,1
1379,1379,87.903,0
1380,1380,140.054,8
1381,1381,172.062,3
1382,1382,101.991,8
1383,1383,118.515,11
1384,1384,93.04,9
1385,1385,77.314,6
1386,1386,82.951,2
1387,1387,124.026,10
1388,1388,125.034,0
1389,1389,103.07,8
1390,1390,126.094,8
1391,1391,125.896,5
1392,1392,125.998,2
1393,1393,92.871,10
1394,1394,119.964,0
1395,1395,129.035,3
1396,1396,117.98,7
1397,1397,100.718,7
1398,1398,145.375,5
1399,1399,115.843,2
1400,1400,151.968,9
1401,1401,99.993,9
1402,1402,125.842,11
1403,1403,108.479,8
1404,1404,85.366,9
1405,1405,97.074,0
1406,1406,93.899,0
1407,1407,130.503,9
1408,1408,101.529,10
1409,1409,97.586,3
1410,1410,126.626,3
1411,1411,207.975,3
1412,1412,70.937,5
1413,1413,97.075,0
1414,1414,160.37,7
1415,1415,112.777,10
1416,1416,84.759,7
1417,1417,75.031,7
1418,1418,121.903,5
1419,1419,88.809,2
1420,1420,92.534,11
1421,1421,101.831,5
1422,1422,115.891,0
1423,1423,119.735,9
1424,1424,91.007,4
1425,1425,77.003,10
1426,1426,78.434,10
1427,1427,107.985,9
1428,1428,146.868,5
1429,1429,81.989,0
1430,1430,129.959,2
1431,1431,93.922,1
1432,1432,96.915,5
1433,1433,116.153,1
1434,1434,100.004,0
1435,1435,126.107,0
1436,1436,120.004,9
1437,1437,91.951,0
1438,1438,122.004,7
1439,1439,98.007,1
1440,1440,168.823,11
1441,1441,110.696,6
1442,1442,103.862,4
1443,1443,149.1,11
1444,1444,88.077,7
1445,1445,85.628,6
1446,1446,155.611,2
1447,1447,114.984,10
1448,1448,149.888,0
1449,1449,129.898,9
1450,1450,114.04,8
1451,1451,122.864,2
1452,1452,107.951,5
1453,1453,124.02,0
1454,1454,129.919,0
1455,1455,135.915,3
1456,1456,124.996,7
1457,1457,87.029,7
1458,1458,78.936,8
1459,1459,163.842,11
1460,1460,149.966,2
1461,1461,117.955,8
1462,1462,107.997,9
1463,1463,118.477,6
1464,1464,141.98,2
1465,1465,160.213,7
1466,1466,118.881,9
1467,1467,74.996,6
1468,1468,184.089,7
1469,1469,159.996,7
1470,1470,115.036,0
1471,1471,176.028,1
1472,1472,94.981,4
1473,1473,95.011,7
1474,1474,80.945,2
1475,1475,129.971,4
1476,1476,119.996,8
1477,1477,139.083,6
1478,1478,107.103,4
1479,1479,132.032,2
1480,1480,128.1,0
1481,1481,82.012,4
1482,1482,79.545,8
1483,1483,119.974,6
1484,1484,136.051,8
1485,1485,149.972,2
1486,1486,128.056,0
1487,1487,145.35,4
1488,1488,121.108,7
1489,1489,125.251,0
1490,1490,161.008,0
1491,1491,177.049,0
1492,1492,100.93,8
1493,1493,138.841,1
1494,1494,122.056,8
1495,1495,129.999,5
1496,1496,83.408,11
1497,1497,159.756,4
1498,1498,173.671,0
1499,1499,109.825,2
1500,1500,100.409,0
1501,1501,154.221,4
1502,1502,103.981,0
1503,1503,94.233,9
1504,1504,142.503,4
1505,1505,133.065,2
1506,1506,110.455,6
