Track_ID,Artist_Name,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
1349,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Hot In Herre,Nellyville,album,spotify:track:04KTF78FFg8sOHC1BADqbY,0.956,0.745,11.0,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075,228240.0,https://www.youtube.com/watch?v=GeZZr_p6vB8,Nelly - Hot In Herre (Official Music Video),NellyVEVO,179361043.0,1020227.0,27963.0,True,True,389070840.0
1350,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Just A Dream,5,album,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1.0,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917,237800.0,https://www.youtube.com/watch?v=N6O2ncUKvlg,Nelly - Just A Dream (Official Music Video),NellyVEVO,674682680.0,3259320.0,133304.0,True,True,376250061.0
1351,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Country Grammar (Hot Shit),Country Grammar,album,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,0.865,0.664,2.0,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831,287000.0,https://www.youtube.com/watch?v=Y5qKNlcUwKs,Nelly - Country Grammar (Hot...) (Official Music Video),NellyVEVO,90020758.0,438792.0,14224.0,True,True,198567775.0
1352,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Lil Bit (feat. Florida Georgia Line),Heartland,album,spotify:track:33aow0AcXYvT1FoWNzMcqN,0.707,0.689,4.0,-7.097,0.0387,0.0255,0.0,0.383,0.41,119.987,195962.0,https://www.youtube.com/watch?v=CTYXd__nbvo,"Nelly, Florida Georgia Line - Lil Bit (Official Video)",NellyVEVO,30437446.0,263824.0,5362.0,True,True,188984717.0
1353,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Air Force Ones,Nellyville,album,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,0.784,0.459,4.0,-9.74,0.317,0.0847,0.0,0.079,0.618,164.062,304000.0,https://www.youtube.com/watch?v=BfzsMQGqrt0,"Nelly - Air Force Ones ft. Kyjuan, Ali, Murphy Lee (Official Music Video)",NellyVEVO,79858160.0,429079.0,14937.0,True,True,61891226.0
1354,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,The Fix (feat. Jeremih),The Fix (feat. Jeremih),single,spotify:track:33QRsLBBdWDYgCZfWEZqR6,0.812,0.479,8.0,-6.47,0.0429,0.0485,0.0,0.102,0.0873,95.505,173045.0,https://www.youtube.com/watch?v=lJMqyTOH2a8,Nelly ft. Jeremih - The Fix (Official Video),Janadrian Bettard,158081.0,2958.0,66.0,False,False,209011236.0
1355,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,E.I.,Country Grammar,album,spotify:track:4bUfMNNmiCmPXVyWzIfKeZ,0.834,0.481,2.0,-7.824,0.188,0.0732,0.0,0.0934,0.406,89.849,285907.0,https://www.youtube.com/watch?v=mNaMR8AyeWc,Nelly - E.I. (Official Music Video),NellyVEVO,52215893.0,272701.0,7541.0,True,True,52630819.0
1356,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,Good Times Roll,Bettie James,album,spotify:track:2A0JdQvwSbOtI9sSIIxgQR,0.634,0.748,0.0,-3.916,0.0275,0.00935,0.0,0.172,0.704,95.991,158240.0,https://www.youtube.com/watch?v=a3vE1vM4x7Q,"Jimmie Allen, Nelly - Good Times Roll (Official Audio)",Jimmie Allen,3835856.0,29238.0,611.0,False,True,40366021.0
1357,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Chopin: Nocturnes,album,spotify:track:1VNvsvEsUpuUCbHpVop1vo,0.442,0.00919,3.0,-32.452,0.047,0.984,0.936,0.0873,0.0929,79.314,273667.0,https://www.youtube.com/watch?v=9E6b3swbnWg,Chopin - Nocturne op.9 No.2,andrea romano,213646433.0,2230373.0,121178.0,True,True,75768932.0
1358,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo",album,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,0.225,0.0047,1.0,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,259493.0,https://www.youtube.com/watch?v=_hyAOYMUVDs,CHOPIN - NOCTURNE NO.20 IN C-SHARP MINOR OP.POSTH,bluemary0909,42005378.0,368273.0,9143.0,False,False,58597555.0
1359,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne No. 1 In B Flat Minor, Op. 9 No. 1",Chopin: Nocturnes,album,spotify:track:2d6ml9Qkx8r4EjuUyrdpRV,0.261,0.0149,1.0,-27.528,0.0419,0.992,0.897,0.102,0.0382,75.296,286987.0,https://www.youtube.com/watch?v=ZtIW2r1EalM,F. Chopin : Nocturne op. 9 no. 1 in B flat minor (Rubinstein),Romantic and Modern Music Channel,7363352.0,53196.0,1621.0,False,False,28491193.0
1360,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Chopin: Nocturnes, Vol. 1",album,spotify:track:7n92QzQomRCLlciO14X0kd,0.427,0.0451,3.0,-24.698,0.041,0.99,0.913,0.112,0.0707,119.78,268427.0,https://www.youtube.com/watch?v=p29JUpsOSTE,Chopin - Nocturne in E Flat Major (Op. 9 No. 2),Rousseau,24969703.0,403412.0,10308.0,True,True,94240966.0
1361,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Preludes, Op. 28: No. 4, Largo",Chopin: Préludes,album,spotify:track:5XfmcJMAaifjRrIdLaXVLm,0.376,0.0164,9.0,-25.933,0.0475,0.991,0.866,0.116,0.0364,108.821,131200.0,https://www.youtube.com/watch?v=qNDHb4fbOuE,"Eric Lu – Chopin: Preludes, Op. 28: No. 4 in E Minor, Largo",Warner Classics,85510.0,1353.0,55.0,True,True,23289866.0
1362,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,Nocturne Op. 9 No. 2,JUST THE BEST MUSIC Vol. 2 Solo Piano Relax Playlist,compilation,spotify:track:61YM5SkqqeUjIBL7It56cs,0.446,0.0146,10.0,-31.047,0.12,0.991,0.945,0.116,0.0815,137.697,302269.0,https://www.youtube.com/watch?v=9E6b3swbnWg,Chopin - Nocturne op.9 No.2,andrea romano,213646433.0,2230373.0,121178.0,True,True,17283960.0
1363,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Prélude in E minor, Op. 28, No. 4",The Pianist (Original Motion Picture Soundtrack),compilation,spotify:track:1Xf4sNtMKc1xiUhuIPAUg2,0.388,0.00269,4.0,-32.97,0.0516,0.995,0.869,0.063,0.0397,63.386,146760.0,https://www.youtube.com/watch?v=l1OWaAJdNt0,Daniil Trifonov - Chopin: Prelude No. 4 in E minor (Official Video),Deutsche Grammophon - DG,182510.0,1887.0,169.0,False,False,18711686.0
1364,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Cello Sonata in G Minor, Op. 65: III. Largo","1846, dernière année à Nohant - Chopin: Cello Sonata; Piano Works",album,spotify:track:3zrcDZ9hPNkZuq20pxPb9o,0.124,0.0103,10.0,-31.768,0.04,0.983,0.85,0.0988,0.08,84.374,204520.0,https://www.youtube.com/watch?v=-MbEkNFYS_A,"Cello Sonata in G Minor, Op. 65: III. Largo",Yo-Yo Ma - Topic,469151.0,1656.0,11.0,True,True,15419416.0
1365,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne No. 19 in E Minor, Op. 72, No. 1",The Best Chopin,compilation,spotify:track:5B6J2yesfMRQzGbKLRJw2B,0.331,0.00735,4.0,-30.904,0.0362,0.991,0.952,0.0968,0.0944,66.628,241987.0,https://www.youtube.com/watch?v=Wx0jkZdQwN8,"Chopin - Nocturne no. 19 in E minor, op. posth. 72 no. 1 - Takagi Ryoma",Arthur Rubinstein,406148.0,4887.0,253.0,True,True,38921654.0
1366,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne No. 2 In E Flat, Op. 9 No. 2",Chopin: Nocturnes,album,spotify:track:503fwzlbWHx5g0CqlU9Giu,0.331,0.00922,10.0,-30.88,0.041,0.993,0.953,0.102,0.0713,132.883,242587.0,https://www.youtube.com/watch?v=9E6b3swbnWg,Chopin - Nocturne op.9 No.2,andrea romano,213646433.0,2230373.0,121178.0,True,True,14515143.0
1367,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,Catheleya R,764831.0,5730.0,472.0,False,False,169769959.0
1368,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Si No Te Hubieras Ido,La Historia Continúa...Parte IV,album,spotify:track:3l1ZanpJ3jFQZMqATizqfE,0.745,0.61,0.0,-6.725,0.0244,0.173,0.000626,0.147,0.476,95.033,286973.0,https://www.youtube.com/watch?v=tOVHj4zuRTU,Marco Antonio Solís - Si No Te Hubieras Ido (Live),MarcoASolisVEVO,158827069.0,525370.0,20487.0,True,True,188247660.0
1369,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Más Que Tu Amigo,Tu Amor O Tu Desprecio,album,spotify:track:1Vy7WUJubV9JEoebuJ9dfe,0.786,0.604,0.0,-7.608,0.0413,0.221,0.0166,0.063,0.81,97.461,209507.0,https://www.youtube.com/watch?v=rMFH76ZtlBs,Marco Antonio Solís - M�s Que Tu Amigo,MarcoASolisVEVO,100036790.0,406060.0,7977.0,True,True,162730355.0
1370,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Mi Eterno Amor Secreto,FAVORITAS CON AMOR Vol. 2,album,spotify:track:5obxcZHZMJRx4ynD8SxEoz,0.333,0.555,0.0,-3.823,0.0306,0.0694,7.31e-05,0.151,0.288,142.924,228013.0,https://www.youtube.com/watch?v=X-pgOOTs7yg,Marco Antonio Solís   Mi Eterno Amor Secreto En Vivo Desde Buenos Aires,La Voz De La Verdad Internacional,2338436.0,17375.0,640.0,False,False,135878035.0
1371,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,La Venia Bendita,Marco Antonio Solis,album,spotify:track:4HAtRUbOtuIkvTSUhDr8sV,0.488,0.367,0.0,-7.926,0.0317,0.132,0.0,0.369,0.491,152.189,191640.0,https://www.youtube.com/watch?v=lN4p0Pbc-xk,Marco Antonio Solís - La Venia Bendita,MarcoASolisVEVO,145491942.0,430239.0,9935.0,True,True,123446634.0
1372,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Invéntame,Trozos De Mi Alma,compilation,spotify:track:1nwdRwqxMlKl3c7Qh8KsrG,0.565,0.604,2.0,-5.075,0.0303,0.21,2.82e-06,0.323,0.278,93.024,209387.0,https://www.youtube.com/watch?v=72lakBut378,Marco Antonio Solís - Invéntame (Lyric Video),MarcoASolisVEVO,9558098.0,52667.0,683.0,True,True,81684233.0
1373,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Será Mejor Que Te Vayas,Por Amor A Mi Pueblo,album,spotify:track:6rtHT1rKFnDZL4EksdLY0t,0.691,0.448,9.0,-12.501,0.0288,0.238,0.00191,0.167,0.682,77.899,299627.0,https://www.youtube.com/watch?v=YDov2DaKTbI,"Marco Antonio Solís, Los Bukis - Será Mejor Que Te Vayas",MarcoASolisVEVO,95544576.0,199162.0,5266.0,True,True,74539275.0
1374,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,¿A Dónde Vamos A Parar?,En Total Plenitud,album,spotify:track:1Agu4u8a8Qm28zq5JtwaVv,0.383,0.482,0.0,-4.979,0.0286,0.458,0.00381,0.121,0.181,143.916,228920.0,https://www.youtube.com/watch?v=vbufwMLhreg,Marco Antonio Solís - ¿A Dónde Vamos A Parar?,MarcoASolisVEVO,120458225.0,413447.0,12441.0,True,True,143070791.0
1375,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Si Te Pudiera Mentir - Live Version,Una Noche En Madrid,album,spotify:track:239yEYlZWG7PYuUojNywXZ,0.482,0.607,11.0,-7.219,0.029,0.125,0.00217,0.957,0.184,96.313,263800.0,https://www.youtube.com/watch?v=0JOFOtWLbHM,Marco Antonio Solís - Si Te Pudiera Mentir (En Vivo),MarcoASolisVEVO,11225607.0,36349.0,1448.0,True,True,
1376,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Donde Estará Mi Primavera,Más De Mi Alma,album,spotify:track:35eHQOoJKDcubkh3A5quLc,0.291,0.454,7.0,-4.472,0.0302,0.429,0.000203,0.135,0.232,175.699,257400.0,https://www.youtube.com/watch?v=J1ue6MjfTJ0,Marco Antonio Solís - Donde Estara Mi Primavera,MarcoASolisVEVO,152719139.0,486502.0,17280.0,True,True,53763295.0
1377,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,album,spotify:track:33LC84JgLvK2KuW43MfaNq,0.428,0.276,4.0,-11.729,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000.0,https://www.youtube.com/watch?v=KR1Uy47KdF4,CELINE DION: My heart will go on (Titanic Theme Song) - HD,TommySuper2011,6895026.0,71541.0,2827.0,False,False,430022654.0
1378,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,"Because You Loved Me (Theme from ""Up Close and Personal"")",Falling into You,album,spotify:track:28UMiBhn383n9S7GL4tsxD,0.615,0.467,1.0,-9.883,0.0327,0.314,0.0,0.099,0.177,119.919,273667.0,https://www.youtube.com/watch?v=f-b8i4aT3us,Up Close and Personal • Because You Loved Me • Celine Dion,HD Film Tributes,2025175.0,15239.0,384.0,False,False,321960786.0
1379,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,It's All Coming Back to Me Now,Falling into You,album,spotify:track:5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0.0,-9.149,0.0362,0.753,0.0,0.101,0.287,87.903,456867.0,https://www.youtube.com/watch?v=j8fHNdrZTSI,Céline Dion - It's All Coming Back to Me Now (Official Extended Remastered HD Video),CelineDionVEVO,125434909.0,679985.0,22628.0,True,True,186296154.0
1380,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,The Power of Love,The Colour Of My Love,album,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8.0,-9.072,0.0291,0.36,0.00046,0.24,0.247,140.054,342400.0,https://www.youtube.com/watch?v=Y8HOfcYWZoo,Céline Dion - The Power Of Love (Official Video),CelineDionVEVO,199019331.0,1005116.0,34773.0,True,True,144288864.0
1381,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,Happy Xmas (War Is Over),These are Special Times,album,spotify:track:2ohR9Qj4TgZafZCptO9cly,0.347,0.6,3.0,-5.254,0.0303,0.451,0.0,0.279,0.158,172.062,254707.0,https://www.youtube.com/watch?v=73-mmd7RyS0,Céline Dion - Happy Xmas (War Is Over) (Official Audio),CelineDionVEVO,6018383.0,29764.0,797.0,True,True,122395141.0
1382,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,I'm Alive,A New Day Has Come,album,spotify:track:2FTZeRHQ4gRPViPMpWL9uX,0.691,0.64,8.0,-5.087,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,210227.0,https://www.youtube.com/watch?v=NJsa6-y4sDs,Céline Dion - I'm Alive (Official HD Video),CelineDionVEVO,362638070.0,1346667.0,41761.0,True,True,125056078.0
1383,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,All By Myself,Falling into You,album,spotify:track:0gsl92EMIScPGV1AU35nuD,0.344,0.325,11.0,-10.005,0.0287,0.35,0.0223,0.0686,0.0775,118.515,312307.0,https://www.youtube.com/watch?v=NGrLb6W5YOM,Céline Dion - All By Myself (Official Remastered HD Video),CelineDionVEVO,58519814.0,484618.0,16224.0,True,True,119286307.0
1384,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,That's the Way It Is,The Very Best of Celine Dion,compilation,spotify:track:5s4catxeZsaWFnOrvrXZHf,0.634,0.886,9.0,-5.424,0.0434,0.154,0.0,0.118,0.577,93.04,241373.0,https://www.youtube.com/watch?v=T6wbugWrfLU,Céline Dion - That's The Way It Is (Official Video),CelineDionVEVO,260022235.0,869724.0,31143.0,True,True,100028498.0
1385,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",Celine Dion,album,spotify:track:7B3UAPLYAbwXVgbHSKEaTw,0.463,0.4,6.0,-9.999,0.0308,0.643,2.46e-05,0.131,0.121,77.314,249240.0,https://www.youtube.com/watch?v=pgYEJHJXFB4,Celine Dion & Peabo Bryson - Beauty And The Beast (HQ Official Music Video),Matt Charles,50290642.0,297449.0,16162.0,False,False,120237932.0
1386,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,Immortality (feat. Bee Gees),Let's Talk About Love,album,spotify:track:0HuNPrWCyZpCx59pu9ON99,0.546,0.315,2.0,-11.208,0.0324,0.601,3.43e-06,0.0795,0.0756,82.951,250893.0,https://www.youtube.com/watch?v=WdYaGt_sm3Q,Céline Dion - Immortality (Official HD Video) ft. Bee Gees,CelineDionVEVO,53614686.0,222706.0,8103.0,True,True,46296009.0
1387,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Words (feat. Zara Larsson),Words (feat. Zara Larsson),single,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10.0,-5.079,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677.0,https://www.youtube.com/watch?v=zIJEOEZdLzE,Alesso - Words (Feat. Zara Larsson) [Official Music Video],Alesso,25398161.0,286919.0,3844.0,True,True,171982436.0
1388,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),single,spotify:track:5902W4uHWzhtOff1UK7the,0.685,0.886,0.0,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,161267.0,https://www.youtube.com/watch?v=N-4YMlihRf4,"Alesso, Katy Perry - When I'm Gone (Official Music Video)",KatyPerryVEVO,29668154.0,582378.0,69930.0,True,True,179992904.0
1389,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",single,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8.0,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,https://www.youtube.com/watch?v=BQ_0QLL2gqI,"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, WATT (Official Video)",HaileeSteinfeldVEVO,93281644.0,904372.0,16339.0,True,True,979745544.0
1390,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Under Control (feat. Hurts),Motion,album,spotify:track:4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8.0,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,184280.0,https://www.youtube.com/watch?v=yZqmarGShxg,Calvin Harris & Alesso - Under Control (Official Video) ft. Hurts,CalvinHarrisVEVO,272750697.0,1283495.0,24492.0,True,True,437416321.0
1391,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Heroes (we could be),Forever,album,spotify:track:3zU9rdflI65tK4dkkNSp77,0.503,0.748,5.0,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896,210013.0,https://www.youtube.com/watch?v=a7SouU3ECpU,Alesso - Heroes (we could be) ft. Tove Lo,AlessoOfficialVEVO,239419759.0,1612084.0,32999.0,True,True,602153066.0
1392,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,If I Lose Myself - Alesso vs OneRepublic,Native,album,spotify:track:1hZk9dktp4yRFTm0TrycuH,0.523,0.782,2.0,-4.846,0.041,0.219,1.03e-05,0.133,0.164,125.998,214813.0,https://www.youtube.com/watch?v=OOevVQwQ-LM,Alesso vs OneRepublic - If I Lose Myself (Alesso Remix),muz111k,147616279.0,600628.0,14212.0,False,False,297983302.0
1393,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),single,spotify:track:6y6xhAgZjvxy5kR5rigpY3,0.594,0.64,10.0,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,170457.0,https://www.youtube.com/watch?v=Hj_AVuNHPTY,Alesso & Marshmello - Chasing Stars ft. James Bay (Official Video),Alesso,5668197.0,73899.0,1704.0,True,True,84763293.0
1394,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,REMEDY,REMEDY,single,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.601,0.775,0.0,-4.612,0.0473,0.269,0.0,0.0883,0.483,119.964,190295.0,https://www.youtube.com/watch?v=vB67ddBhO1c,Alesso - REMEDY (Official Music Video),Alesso,172224413.0,674495.0,15371.0,True,True,309151426.0
1395,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Only You,Only You,single,spotify:track:7mXNYEVh9FW72c12qBaO3p,0.483,0.917,3.0,-2.528,0.0438,0.00235,0.000347,0.119,0.323,129.035,145174.0,https://www.youtube.com/watch?v=OP-bXPcqCCQ,Alesso & Sentinel - Only You (Official Audio),Alesso,2391347.0,50185.0,991.0,True,True,13307518.0
1396,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Leave A Little Love,Leave A Little Love,single,spotify:track:5pmbZWt1lYVMvZ12MSdtqF,0.671,0.855,7.0,-4.254,0.0375,0.00437,0.0,0.131,0.329,117.98,187029.0,https://www.youtube.com/watch?v=JGtlP0Vzuq4,Alesso & Armin van Buuren - Leave A Little Love (Official Music Video),Armada Music TV,1918102.0,25243.0,821.0,True,True,86800487.0
1397,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Tatuajes,Joan Sebastian Con Mariachi,album,spotify:track:57dG9il4j7Hi7G8Cqgi0Ts,0.8,0.464,7.0,-7.432,0.0323,0.741,1.54e-06,0.131,0.87,100.718,211255.0,https://www.youtube.com/watch?v=iBp1keAO5N4,Joan Sebastian - Tatuajes (Video) HD,•Random Popee💣🛐•,2672.0,40.0,4.0,False,False,221459772.0
1398,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Me Gustas,Secreto De Amor,album,spotify:track:7jtbRKtXtGtsJOBMaBo72W,0.572,0.433,5.0,-8.086,0.0294,0.554,7.37e-05,0.108,0.504,145.375,207586.0,https://www.youtube.com/watch?v=mrbmAhpFDAo,Joan Sebastian - Me gustas,Jose Cabuyales,1262874.0,7090.0,158.0,False,False,189098423.0
1399,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Más Allá Del Sol,Más Allá Del Sol,album,spotify:track:3rusXt8aQcGDtYImYtL5tm,0.789,0.43,2.0,-6.396,0.0877,0.609,0.0,0.0843,0.742,115.843,163655.0,https://www.youtube.com/watch?v=QpWWXCQ3w8s,Joan Sebastian - Más Allá Del Sol (En Vivo),JoanSebastianVEVO,10119691.0,27723.0,726.0,True,True,115611858.0
1400,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Eso Y Más,Más Allá Del Sol,album,spotify:track:7HW5tUjaKxBUamSi7nnzPt,0.585,0.132,9.0,-12.731,0.0751,0.937,0.0,0.106,0.454,151.968,159172.0,https://www.youtube.com/watch?v=WIBcys2nMtc,Joan Sebastian - Eso y Más (Video Oficial),Discos Musart,88721.0,904.0,25.0,True,True,198655853.0
1401,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Te Irá Mejor Sin Mí,Pegadito Al Corazón,album,spotify:track:3d7uS6KzdacpUccKpjXr7x,0.699,0.414,9.0,-10.756,0.0269,0.65,0.000942,0.103,0.419,99.993,176320.0,https://www.youtube.com/watch?v=BPTd4iX980Q,Joan Sebastian Te Ira Mejor Sin Mi   Pantera Studio 45® VIDEO OFICIAL 2017,Pantera Studio 45,5168669.0,13349.0,296.0,False,True,125380826.0
1402,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Rumores,Rumores,album,spotify:track:1DVZafFlOB53zfGDVs8w1s,0.805,0.697,11.0,-7.349,0.0363,0.488,0.0,0.0922,0.721,125.842,222476.0,https://www.youtube.com/watch?v=LuIP3u6_qhI,Rumores-Joan Sebastian,Rockola Videobar,183047572.0,291898.0,7647.0,False,False,138173166.0
1403,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Sentimental,Afortunado,album,spotify:track:3NLJWd1FgZlgBRukNXxEBd,0.719,0.46,8.0,-5.827,0.0332,0.891,7.81e-05,0.081,0.881,108.479,167515.0,https://www.youtube.com/watch?v=jblhAJWrTuQ,Joan Sebastian - Sentimental.,Louan Gama,950126.0,3193.0,67.0,False,False,92696236.0
1404,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Un Idiota,Secreto De Amor,album,spotify:track:5susfx6SX1tebTCLSxe74K,0.594,0.39,9.0,-9.174,0.0396,0.517,0.0,0.118,0.34,85.366,199483.0,https://www.youtube.com/watch?v=gltRZjeil84,Joan Sebastian - Un Idiota (Video Oficial),Discos Musart,52443058.0,272907.0,4175.0,True,True,113951159.0
1405,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Que Sea,Que Sea,single,spotify:track:4yKC4OVtG5Z9nIX98r7SQp,0.781,0.693,0.0,-3.558,0.0308,0.701,4.45e-06,0.156,0.939,97.074,170507.0,https://www.youtube.com/watch?v=wqS1U38uaMU,"Joan Sebastian, Calibre 50 - Que Sea",JoanSebastianVEVO,64304761.0,302167.0,4867.0,True,True,103018895.0
