Track_ID,Tempo,Key
125,80.063,6.0
126,86.989,10.0
127,165.995,10.0
128,163.961,5.0
129,114.635,0.0
130,160.019,5.0
131,83.154,7.0
132,101.018,11.0
133,119.971,7.0
134,125.975,9.0
135,120.074,0.0
136,119.934,1.0
137,142.034,11.0
138,112.555,2.0
139,102.009,9.0
140,115.284,4.0
141,119.966,0.0
142,141.971,4.0
143,136.948,1.0
144,89.949,6.0
145,97.949,0.0
146,80.126,1.0
147,105.03,1.0
148,92.979,5.0
149,143.955,6.0
150,122.104,2.0
151,131.963,0.0
152,174.14,5.0
153,100.024,10.0
154,126.994,2.0
155,131.971,11.0
156,165.747,10.0
157,102.034,8.0
158,91.976,6.0
159,97.967,0.0
160,124.939,5.0
161,119.921,7.0
162,88.014,5.0
163,82.034,3.0
164,99.975,1.0
165,160.057,2.0
166,137.853,2.0
167,131.986,5.0
168,92.057,5.0
169,147.002,2.0
170,179.968,9.0
171,179.908,8.0
172,179.864,11.0
173,89.907,1.0
174,172.02,1.0
175,104.072,10.0
176,136.945,8.0
177,94.013,6.0
178,106.002,9.0
179,109.933,7.0
180,129.171,9.0
181,143.462,0.0
182,165.007,9.0
183,96.529,5.0
184,124.631,2.0
185,93.699,7.0
186,103.239,9.0
187,147.207,10.0
188,130.726,7.0
189,133.522,0.0
190,129.024,8.0
191,129.992,11.0
192,124.022,1.0
193,135.956,7.0
194,120.05,0.0
195,122.959,10.0
196,125.013,6.0
197,126.002,1.0
198,128.024,10.0
199,130.027,11.0
200,102.04,7.0
201,125.04,0.0
202,89.999,2.0
203,100.216,10.0
204,120.015,7.0
205,95.991,7.0
206,95.824,8.0
207,87.002,7.0
208,98.029,0.0
209,94.052,2.0
210,100.307,2.0
211,94.518,4.0
212,79.576,2.0
213,116.557,7.0
214,143.549,2.0
215,181.183,7.0
216,93.914,7.0
217,166.885,10.0
218,88.916,10.0
219,122.903,5.0
220,95.19,7.0
221,87.277,2.0
222,91.519,7.0
223,93.279,1.0
224,95.0,1.0
225,111.113,7.0
226,84.115,6.0
227,172.329,4.0
228,99.258,8.0
229,95.44,0.0
230,120.048,0.0
231,94.505,0.0
232,91.979,1.0
233,104.991,11.0
234,164.038,7.0
235,130.02,7.0
236,101.007,11.0
237,99.972,7.0
238,177.951,9.0
239,101.984,11.0
240,124.906,11.0
241,169.021,9.0
242,74.267,5.0
243,104.02,5.0
244,79.119,2.0
245,148.074,0.0
246,151.589,6.0
247,79.365,0.0
248,147.002,2.0
249,76.052,3.0
250,104.957,1.0
251,173.799,9.0
252,117.089,1.0
253,180.042,11.0
254,89.976,6.0
255,158.657,11.0
256,130.075,9.0
257,101.987,6.0
258,109.976,6.0
259,92.986,1.0
260,120.151,0.0
261,151.553,9.0
262,114.965,4.0
263,135.448,5.0
264,159.375,7.0
265,118.745,9.0
266,124.825,2.0
267,129.012,9.0
268,130.879,5.0
269,176.083,6.0
270,100.804,9.0
271,119.528,10.0
272,137.547,2.0
273,133.113,11.0
274,126.15,6.0
275,107.064,11.0
276,133.481,2.0
277,147.604,2.0
278,84.229,9.0
279,118.34,0.0
280,142.169,2.0
281,92.183,8.0
282,174.609,8.0
283,75.454,2.0
284,207.356,4.0
285,140.281,10.0
286,119.416,7.0
287,90.348,5.0
288,112.803,4.0
289,87.575,8.0
290,120.003,8.0
291,117.953,7.0
292,119.986,11.0
293,122.06,1.0
294,120.031,8.0
295,123.045,7.0
296,126.017,4.0
297,123.046,4.0
298,127.964,7.0
299,128.008,3.0
300,116.032,1.0
301,176.808,6.0
302,126.027,0.0
303,136.571,10.0
304,128.157,3.0
305,131.459,5.0
306,145.075,0.0
307,140.308,2.0
308,121.227,5.0
309,113.99,0.0
310,140.022,1.0
311,173.585,11.0
312,107.045,2.0
313,86.844,1.0
314,92.78,8.0
315,177.997,9.0
316,89.64,9.0
317,94.577,7.0
318,149.762,4.0
319,92.131,2.0
320,97.95,1.0
321,153.15,11.0
322,165.921,0.0
323,87.933,2.0
324,122.03,4.0
325,130.029,10.0
326,158.014,9.0
327,131.016,8.0
328,129.963,7.0
329,145.887,5.0
330,148.913,1.0
331,87.999,10.0
332,90.482,6.0
333,140.022,1.0
334,113.088,7.0
335,103.992,10.0
336,191.385,0.0
337,109.813,1.0
338,86.917,1.0
339,93.034,1.0
340,133.263,6.0
341,155.127,10.0
342,119.828,3.0
343,97.959,7.0
344,70.276,0.0
345,144.276,0.0
346,147.977,0.0
347,76.54,10.0
348,160.397,5.0
349,89.929,10.0
350,115.042,7.0
351,99.165,2.0
352,121.892,10.0
353,114.942,1.0
354,79.983,11.0
355,94.103,0.0
356,114.991,1.0
357,94.992,8.0
358,140.036,5.0
359,127.091,0.0
360,96.986,0.0
361,93.037,1.0
362,96.008,0.0
363,90.04,7.0
364,97.014,8.0
365,177.928,2.0
366,93.989,8.0
367,94.017,4.0
368,97.982,4.0
369,100.046,5.0
370,150.073,10.0
371,127.998,6.0
372,162.948,5.0
373,140.042,1.0
374,69.808,5.0
375,142.046,4.0
376,150.002,8.0
377,76.006,3.0
378,147.0,1.0
379,106.726,7.0
380,97.194,7.0
381,122.959,4.0
382,174.107,7.0
383,197.635,0.0
384,128.925,0.0
385,183.89,8.0
386,144.511,0.0
387,78.791,9.0
388,106.002,9.0
389,193.922,9.0
390,126.027,0.0
391,143.04,5.0
392,113.324,2.0
393,92.96,0.0
394,95.053,1.0
395,147.08,0.0
396,139.0,11.0
397,114.98,6.0
398,107.987,7.0
399,129.954,4.0
400,130.001,7.0
401,118.033,2.0
402,93.999,11.0
403,94.004,1.0
404,126.9,11.0
405,169.775,1.0
406,183.89,8.0
407,162.006,10.0
408,106.002,9.0
409,97.982,9.0
410,94.048,5.0
411,184.08,6.0
412,94.009,11.0
413,180.1,7.0
414,96.994,4.0
415,127.953,11.0
416,94.006,2.0
417,104.986,10.0
418,184.019,9.0
419,77.599,0.0
420,113.852,7.0
421,61.551,5.0
422,152.062,7.0
423,98.957,10.0
424,164.718,0.0
425,121.208,0.0
426,129.272,0.0
427,73.531,2.0
428,88.995,9.0
429,116.992,9.0
430,116.622,5.0
431,92.928,1.0
432,98.026,9.0
433,94.148,0.0
434,120.005,11.0
435,123.801,6.0
436,144.835,1.0
437,113.017,10.0
438,86.009,3.0
439,105.02,6.0
440,88.894,4.0
441,107.331,11.0
442,120.009,0.0
443,145.013,11.0
444,134.985,11.0
445,105.971,5.0
446,67.003,7.0
447,118.027,4.0
448,137.554,5.0
449,150.273,7.0
450,127.148,3.0
451,102.322,7.0
452,78.946,4.0
453,139.986,0.0
454,85.996,6.0
455,122.06,6.0
456,86.443,10.0
457,119.987,4.0
458,173.977,4.0
459,175.589,2.0
460,100.026,7.0
461,121.999,4.0
462,125.998,2.0
463,112.941,9.0
464,137.864,2.0
465,152.0,10.0
466,158.125,0.0
467,87.549,1.0
468,144.033,2.0
469,63.653,1.0
470,175.024,1.0
471,50.977,7.0
472,110.304,1.0
473,114.792,4.0
474,103.357,1.0
475,89.886,1.0
476,99.695,1.0
477,100.66,7.0
478,120.177,0.0
479,94.009,0.0
480,135.875,8.0
481,84.027,2.0
482,130.015,6.0
483,124.914,0.0
484,119.982,8.0
485,112.074,0.0
486,118.037,0.0
487,117.999,10.0
488,108.022,0.0
489,90.058,2.0
490,133.885,7.0
491,78.99,4.0
492,121.999,4.0
493,143.901,4.0
494,141.126,10.0
495,147.076,2.0
496,146.868,5.0
497,167.857,2.0
498,106.993,4.0
499,104.114,0.0
500,122.861,7.0
501,116.334,5.0
502,127.163,11.0
503,126.256,11.0
504,128.153,11.0
505,120.285,9.0
506,112.46,0.0
507,133.568,2.0
508,72.518,2.0
509,127.066,7.0
510,116.68,8.0
511,113.108,8.0
512,79.342,0.0
513,101.414,1.0
514,131.073,1.0
515,142.707,6.0
516,154.016,6.0
517,137.855,5.0
518,99.647,1.0
519,85.064,3.0
520,186.113,1.0
521,94.605,7.0
522,104.98,7.0
523,167.06,8.0
524,97.546,11.0
525,159.779,5.0
526,146.525,8.0
527,167.086,8.0
528,75.958,1.0
529,92.468,2.0
530,132.614,8.0
531,131.413,2.0
532,90.804,5.0
533,72.7,11.0
534,67.775,1.0
535,72.204,8.0
536,68.61,1.0
537,141.628,0.0
538,175.159,8.0
539,120.0,7.0
540,128.019,2.0
541,121.61,4.0
542,93.162,9.0
543,137.114,11.0
544,118.211,9.0
545,180.301,10.0
546,125.02,2.0
547,136.018,2.0
548,115.997,8.0
549,78.031,1.0
550,162.086,6.0
551,121.161,2.0
552,105.872,9.0
553,108.709,5.0
554,126.294,4.0
555,99.436,9.0
556,139.454,0.0
557,93.448,4.0
558,115.107,5.0
559,143.772,4.0
560,134.724,6.0
561,135.146,2.0
562,131.066,7.0
563,93.345,7.0
564,101.305,7.0
565,92.027,9.0
566,123.962,6.0
567,95.017,11.0
568,122.688,4.0
569,174.323,2.0
570,162.97,0.0
571,150.19,2.0
572,150.249,2.0
573,90.96,9.0
574,104.058,9.0
575,125.414,9.0
576,115.213,0.0
577,169.974,7.0
578,134.881,2.0
579,158.691,1.0
580,122.429,5.0
581,136.302,2.0
582,118.628,1.0
583,116.063,9.0
584,100.626,1.0
585,136.302,9.0
586,139.506,7.0
587,109.689,9.0
588,86.327,0.0
589,94.079,9.0
590,62.881,7.0
591,107.425,5.0
592,95.985,9.0
593,191.413,5.0
594,107.351,2.0
595,119.975,9.0
596,100.089,7.0
597,110.877,7.0
598,71.028,9.0
599,141.581,7.0
600,71.841,1.0
601,92.615,1.0
602,89.981,5.0
603,124.01,2.0
604,126.628,5.0
605,77.562,5.0
606,125.459,9.0
607,92.966,4.0
608,79.952,5.0
609,148.726,0.0
610,157.66,6.0
611,110.0,11.0
612,95.594,0.0
613,143.952,5.0
614,136.028,0.0
615,193.155,9.0
616,173.143,4.0
617,111.221,0.0
618,145.125,2.0
619,103.312,0.0
620,74.126,9.0
621,122.242,6.0
622,123.644,11.0
623,124.084,9.0
624,154.186,10.0
625,115.871,7.0
626,78.786,8.0
627,130.958,7.0
628,77.589,1.0
629,100.456,5.0
630,112.113,7.0
631,125.988,9.0
632,134.48,0.0
633,123.295,10.0
634,114.846,10.0
635,182.836,0.0
636,113.633,0.0
637,144.478,11.0
638,80.146,7.0
639,122.511,0.0
640,122.803,0.0
641,119.992,0.0
642,140.795,4.0
643,150.056,7.0
644,164.587,5.0
645,152.445,9.0
646,73.029,2.0
647,118.642,9.0
648,132.864,2.0
649,93.431,11.0
650,95.295,10.0
651,133.974,8.0
652,91.921,11.0
653,155.826,3.0
654,90.575,9.0
655,168.96,1.0
656,117.03,1.0
657,97.582,7.0
658,94.968,7.0
659,116.109,0.0
660,132.77,0.0
661,178.946,2.0
662,120.745,2.0
663,108.217,0.0
664,141.694,9.0
665,130.12,2.0
666,123.113,7.0
667,105.322,10.0
668,117.296,9.0
669,110.171,2.0
670,100.894,1.0
671,181.305,0.0
672,136.279,2.0
673,101.174,6.0
674,125.812,2.0
675,105.701,4.0
676,141.65,0.0
677,140.083,9.0
678,106.004,4.0
679,96.792,4.0
680,99.133,8.0
681,90.013,10.0
682,107.036,8.0
683,82.261,0.0
684,100.238,5.0
685,92.048,0.0
686,97.08,7.0
687,122.984,1.0
688,90.096,5.0
689,143.957,2.0
690,129.943,4.0
691,142.995,0.0
692,150.586,5.0
693,97.007,6.0
694,97.027,7.0
695,76.979,0.0
696,84.092,7.0
697,85.003,6.0
698,95.006,8.0
699,162.241,11.0
700,112.677,7.0
701,148.003,11.0
702,97.159,2.0
703,99.989,9.0
704,118.005,1.0
705,206.037,4.0
706,92.055,4.0
707,115.992,7.0
708,132.31,7.0
709,103.564,10.0
710,103.644,10.0
711,106.164,7.0
712,104.996,5.0
713,109.133,1.0
714,90.43,9.0
715,105.407,10.0
716,123.009,0.0
717,165.922,6.0
718,144.775,7.0
719,128.993,4.0
720,124.936,10.0
721,177.734,0.0
722,145.024,7.0
723,176.631,3.0
724,139.148,7.0
725,131.097,2.0
726,141.075,0.0
727,76.214,0.0
728,133.898,2.0
729,93.941,9.0
730,84.492,9.0
731,96.063,9.0
732,104.536,6.0
733,99.232,1.0
734,106.328,2.0
735,78.61,5.0
736,154.914,11.0
737,91.771,7.0
738,94.191,7.0
739,179.908,8.0
740,126.03,1.0
741,91.012,0.0
742,151.959,7.0
743,91.022,8.0
744,91.017,7.0
745,112.049,0.0
746,137.799,8.0
747,127.933,9.0
748,129.011,10.0
749,114.759,3.0
750,110.621,8.0
751,118.042,8.0
752,126.091,8.0
753,115.68,10.0
754,79.934,11.0
755,65.964,1.0
756,118.039,8.0
757,176.059,9.0
758,160.075,0.0
759,77.986,1.0
760,144.016,2.0
761,87.387,0.0
762,104.888,1.0
763,149.993,2.0
764,78.77,8.0
765,119.675,2.0
766,76.827,10.0
767,144.075,2.0
768,118.818,1.0
769,67.531,4.0
770,152.943,0.0
771,103.952,8.0
772,119.001,6.0
773,119.49,6.0
774,131.242,9.0
775,82.511,7.0
776,99.304,6.0
777,125.354,1.0
778,125.02,9.0
779,136.506,0.0
780,113.941,2.0
781,110.005,1.0
782,99.9,1.0
783,111.037,5.0
784,113.029,2.0
785,119.747,3.0
786,125.398,11.0
787,121.879,5.0
788,118.402,7.0
789,86.412,5.0
790,90.04,1.0
791,92.513,9.0
792,92.923,6.0
793,95.986,11.0
794,147.847,8.0
795,89.898,4.0
796,86.097,7.0
797,90.105,0.0
798,136.161,7.0
799,123.932,7.0
800,134.018,1.0
801,94.01,5.0
802,176.739,2.0
803,173.509,5.0
804,123.799,7.0
805,159.952,4.0
806,173.67,2.0
807,93.007,4.0
808,135.956,7.0
809,77.986,1.0
810,141.284,2.0
811,175.716,1.0
812,76.19,5.0
813,99.931,2.0
814,183.79,1.0
815,188.899,4.0
816,172.976,8.0
817,109.902,5.0
818,105.018,0.0
819,93.537,7.0
820,93.725,5.0
821,97.68,0.0
822,91.094,4.0
823,173.91,7.0
824,77.472,0.0
825,96.499,7.0
826,98.364,9.0
827,85.1,4.0
828,139.939,5.0
829,99.907,0.0
830,140.207,0.0
831,128.031,4.0
832,99.973,11.0
833,147.107,2.0
834,139.442,0.0
835,135.559,7.0
836,105.674,2.0
837,172.882,5.0
838,108.875,5.0
839,113.535,1.0
840,100.499,8.0
841,83.529,0.0
842,110.121,6.0
843,106.938,6.0
844,132.082,11.0
845,174.513,10.0
846,98.567,5.0
847,118.698,1.0
848,84.789,1.0
849,140.095,6.0
850,109.939,0.0
851,143.96,1.0
852,131.059,7.0
853,100.934,9.0
854,78.756,1.0
855,171.609,1.0
856,126.707,9.0
857,99.057,6.0
858,94.989,6.0
859,96.018,2.0
860,183.985,4.0
861,94.977,1.0
862,95.981,11.0
863,164.022,1.0
864,119.999,9.0
865,82.014,1.0
866,120.063,2.0
867,171.976,9.0
868,175.896,1.0
869,175.924,9.0
870,133.682,1.0
871,124.005,11.0
872,128.044,5.0
873,125.015,0.0
874,125.941,1.0
875,132.932,9.0
876,124.971,8.0
877,133.035,1.0
878,105.018,2.0
879,119.963,7.0
880,86.412,5.0
881,129.998,4.0
882,140.012,0.0
883,93.985,6.0
884,124.037,1.0
885,119.928,1.0
886,152.001,5.0
887,138.007,1.0
888,100.558,3.0
889,86.086,0.0
890,104.976,4.0
891,71.136,5.0
892,154.202,0.0
893,80.062,0.0
894,164.933,9.0
895,67.164,4.0
896,117.643,9.0
897,100.296,9.0
898,148.01,8.0
899,81.622,10.0
900,77.986,1.0
901,94.984,9.0
902,157.502,1.0
903,206.037,4.0
904,123.54,3.0
905,104.06,10.0
906,100.738,11.0
907,163.113,10.0
908,80.028,1.0
909,104.961,8.0
910,100.0,0.0
911,96.995,5.0
912,144.992,8.0
913,79.932,7.0
914,100.011,0.0
915,127.009,6.0
916,157.936,1.0
917,175.694,1.0
918,75.02,7.0
919,176.329,2.0
920,130.253,4.0
921,133.564,0.0
922,72.892,6.0
923,137.274,7.0
924,73.144,7.0
925,130.998,11.0
926,90.664,9.0
927,98.224,10.0
928,125.99,6.0
929,97.989,7.0
930,82.887,8.0
931,128.023,2.0
932,94.895,1.0
933,135.781,8.0
934,128.331,2.0
935,133.901,9.0
936,99.136,2.0
937,113.862,7.0
938,122.925,3.0
939,103.01,5.0
940,145.35,4.0
941,103.104,7.0
942,96.915,5.0
943,91.386,7.0
944,121.108,7.0
945,164.01,4.0
946,136.028,2.0
947,100.93,8.0
948,103.01,5.0
949,119.994,7.0
950,171.973,4.0
951,143.907,2.0
952,103.104,7.0
953,96.915,5.0
954,91.386,7.0
955,151.979,5.0
956,122.004,7.0
957,98.993,7.0
958,115.997,8.0
959,104.964,7.0
960,135.041,0.0
961,78.936,8.0
962,118.028,6.0
963,96.953,4.0
964,105.012,2.0
965,143.907,2.0
966,100.986,9.0
967,108.014,10.0
968,80.53,9.0
969,185.063,2.0
970,125.953,4.0
971,110.004,7.0
972,101.524,11.0
973,127.049,8.0
974,114.978,8.0
975,132.841,6.0
976,112.97,2.0
977,123.041,9.0
978,140.006,0.0
979,139.632,11.0
980,110.011,8.0
981,119.994,7.0
982,129.932,0.0
983,114.945,3.0
984,105.006,0.0
985,92.007,7.0
986,149.929,4.0
987,149.94,11.0
988,117.24,9.0
989,136.412,6.0
990,121.666,5.0
991,77.526,10.0
992,85.7,2.0
993,94.016,8.0
994,139.38,5.0
995,92.621,7.0
996,90.661,1.0
997,115.687,6.0
998,105.338,10.0
999,75.009,11.0
1000,77.15,4.0
1001,108.808,2.0
1002,112.053,7.0
1003,107.819,0.0
1004,140.87,4.0
1005,96.987,7.0
1006,125.712,2.0
1007,60.772,7.0
1008,126.115,0.0
1009,99.607,1.0
1010,104.56,0.0
1011,143.373,11.0
1012,107.932,5.0
1013,158.29,7.0
1014,105.544,4.0
1015,172.689,6.0
1016,111.342,3.0
1017,87.833,0.0
1018,90.379,9.0
1019,104.111,7.0
1020,101.384,2.0
1021,110.586,0.0
1022,118.867,7.0
1023,105.834,10.0
1024,82.228,5.0
1025,97.067,0.0
1026,128.496,0.0
1027,109.511,10.0
1028,147.125,2.0
1029,139.191,7.0
1030,183.18,9.0
1031,109.535,9.0
1032,110.061,7.0
1033,60.3,7.0
1034,142.686,4.0
1035,110.578,7.0
1036,98.892,9.0
1037,107.383,4.0
1038,103.293,2.0
1039,75.052,2.0
1040,104.102,4.0
1041,123.277,11.0
1042,110.038,5.0
1043,95.235,4.0
1044,100.002,2.0
1045,116.045,6.0
1046,118.034,0.0
1047,110.364,11.0
1048,97.512,6.0
1049,122.961,9.0
1050,103.04,1.0
1051,100.99,2.0
1052,140.886,11.0
1053,111.985,9.0
1054,125.115,7.0
1055,77.013,5.0
1056,147.97,5.0
1057,174.11,9.0
1058,95.051,7.0
1059,95.416,6.0
1060,91.115,7.0
1061,92.184,1.0
1062,85.61,1.0
1063,87.54,6.0
1064,99.948,0.0
1065,90.292,8.0
1066,96.332,9.0
1067,201.451,11.0
1068,168.743,11.0
1069,136.203,0.0
1070,151.219,9.0
1071,185.134,11.0
1072,142.592,9.0
1073,140.112,9.0
1074,81.117,0.0
1075,94.095,9.0
1076,91.833,9.0
1077,171.935,9.0
1078,110.059,5.0
1079,102.477,4.0
1080,114.303,7.0
1081,105.019,0.0
1082,106.859,0.0
1083,98.067,11.0
1084,176.279,3.0
1085,97.027,11.0
1086,97.657,5.0
1087,113.273,7.0
1088,94.948,4.0
1089,79.526,4.0
1090,166.028,5.0
1091,108.97,0.0
1092,97.044,11.0
1093,125.999,5.0
1094,103.89,6.0
1095,153.809,9.0
1096,103.773,2.0
1097,93.071,1.0
1098,82.356,7.0
1099,92.869,10.0
1100,101.368,1.0
1101,105.567,4.0
1102,100.892,1.0
1103,95.951,11.0
1104,91.46,10.0
1105,99.887,1.0
1106,87.019,10.0
1107,97.527,7.0
1108,189.507,0.0
1109,116.271,1.0
1110,101.967,3.0
1111,96.586,8.0
1112,128.871,1.0
1113,136.369,3.0
1114,144.125,2.0
1115,121.232,5.0
1116,93.042,5.0
1117,46.718,8.0
1118,73.848,2.0
1119,102.283,10.0
1120,79.986,2.0
1121,98.575,2.0
1122,74.352,2.0
1123,73.407,2.0
1124,146.472,2.0
1125,103.112,7.0
1126,80.583,1.0
1127,124.26,2.0
1128,94.092,0.0
1129,122.858,11.0
1130,101.061,4.0
1131,124.337,8.0
1132,115.7,2.0
1133,127.221,4.0
1134,126.506,2.0
1135,100.926,11.0
1136,170.604,11.0
1137,149.961,1.0
1138,84.099,6.0
1139,93.908,10.0
1140,87.374,10.0
1141,94.0,11.0
1142,91.376,11.0
1143,178.422,5.0
1144,92.428,1.0
1145,94.387,1.0
1146,95.313,6.0
1147,177.928,2.0
1148,77.986,1.0
1149,123.042,9.0
1150,96.006,0.0
1151,177.899,2.0
1152,172.768,3.0
1153,143.942,11.0
1154,119.953,1.0
1155,100.999,0.0
1156,90.976,11.0
1157,99.039,6.0
1158,108.021,10.0
1159,98.219,0.0
1160,96.102,9.0
1161,167.998,6.0
1162,108.037,0.0
1163,100.033,11.0
1164,141.942,6.0
1165,133.631,4.0
1166,104.196,10.0
1167,94.001,2.0
1168,92.026,8.0
1169,170.164,0.0
1170,81.109,11.0
1171,90.941,0.0
1172,83.037,2.0
1173,85.795,3.0
1174,92.991,0.0
1175,86.372,7.0
1176,79.565,4.0
1177,107.01,7.0
1178,128.0,8.0
1179,102.04,5.0
1180,88.335,4.0
1181,128.15,8.0
1182,128.003,11.0
1183,185.913,1.0
1184,127.961,8.0
1185,129.998,9.0
1186,127.085,11.0
1187,78.696,1.0
1188,107.607,9.0
1189,101.918,10.0
1190,78.231,4.0
1191,185.319,5.0
1192,112.046,5.0
1193,136.094,5.0
1194,205.882,0.0
1195,81.332,4.0
1196,79.37,5.0
1197,138.009,5.0
1198,129.885,8.0
1199,120.032,4.0
1200,103.517,9.0
1201,117.98,7.0
1202,121.03,10.0
1203,126.162,0.0
1204,119.995,0.0
1205,131.933,6.0
1206,123.946,9.0
1207,165.015,6.0
1208,130.977,2.0
1209,126.045,11.0
1210,150.009,4.0
1211,164.116,7.0
1212,120.073,2.0
1213,130.029,5.0
1214,140.032,11.0
1215,145.103,2.0
1216,141.052,0.0
1217,169.888,4.0
1218,107.878,2.0
1219,111.03,11.0
1220,96.986,6.0
1221,116.994,0.0
1222,143.965,5.0
1223,138.539,9.0
1224,87.008,4.0
1225,142.902,11.0
1226,107.94,10.0
1227,148.723,1.0
1228,139.986,0.0
1229,88.591,1.0
1230,122.093,4.0
1231,146.347,4.0
1232,93.699,5.0
1233,117.486,9.0
1234,109.823,8.0
1235,117.498,7.0
1236,86.857,0.0
1237,107.682,2.0
1238,81.548,0.0
1239,115.09,6.0
1240,117.283,11.0
1241,132.146,2.0
1242,132.538,0.0
1243,152.644,9.0
1244,105.76,3.0
1245,107.938,2.0
1246,117.932,9.0
1247,77.986,1.0
1248,147.667,10.0
1249,66.302,9.0
1250,125.619,0.0
1251,74.0,9.0
1252,151.69,0.0
1253,109.902,0.0
1254,174.884,7.0
1255,144.699,9.0
1256,185.301,9.0
1257,77.986,1.0
1258,109.913,0.0
1259,108.358,9.0
1260,108.101,4.0
1261,113.583,5.0
1262,109.608,0.0
1263,187.642,2.0
1264,108.878,0.0
1265,209.695,10.0
1266,100.412,8.0
1267,139.131,2.0
1268,140.059,9.0
1269,131.253,1.0
1270,126.593,4.0
1271,145.517,7.0
1272,125.495,0.0
1273,134.11,9.0
1274,84.764,0.0
1275,77.321,0.0
1276,101.161,5.0
1277,134.009,1.0
1278,136.471,7.0
1279,130.036,0.0
1280,97.173,8.0
1281,119.182,3.0
1282,99.735,11.0
1283,128.629,6.0
1284,63.684,0.0
1285,110.54,11.0
1286,78.554,10.0
1287,114.328,10.0
1288,132.722,6.0
1289,116.948,1.0
1290,89.654,10.0
1291,134.479,8.0
1292,100.893,9.0
1293,180.215,2.0
1294,132.749,6.0
1295,93.922,7.0
1296,114.302,10.0
1297,77.986,1.0
1298,178.043,1.0
1299,99.935,11.0
1300,91.945,0.0
1301,136.634,6.0
1302,142.006,0.0
1303,83.415,0.0
1304,76.973,1.0
1305,121.051,9.0
1306,83.978,7.0
1307,130.0,3.0
1308,77.986,1.0
1309,130.007,11.0
1310,120.075,8.0
1311,99.987,6.0
1312,130.992,5.0
1313,97.577,4.0
1314,127.988,11.0
1315,83.46,11.0
1316,97.084,0.0
1317,84.463,1.0
1318,139.957,8.0
1319,105.0,3.0
1320,146.927,2.0
1321,160.106,8.0
1322,114.017,8.0
1323,96.997,5.0
1324,173.691,7.0
1325,122.998,7.0
1326,119.982,0.0
1327,132.047,2.0
1328,179.223,5.0
1329,125.903,2.0
1330,79.904,7.0
1331,120.286,0.0
1332,74.782,2.0
1333,135.786,7.0
1334,145.162,2.0
1335,100.309,4.0
1336,67.89,3.0
1337,135.739,4.0
1338,112.041,0.0
1339,172.395,2.0
1340,170.508,0.0
1341,207.081,2.0
1342,97.724,2.0
1343,82.342,9.0
1344,73.984,0.0
1345,89.595,2.0
1346,89.089,2.0
1347,168.189,2.0
1348,101.875,7.0
1349,107.075,11.0
1350,89.917,1.0
1351,162.831,2.0
1352,119.987,4.0
1353,164.062,4.0
1354,95.505,8.0
1355,89.849,2.0
1356,95.991,0.0
1357,79.314,3.0
1358,163.665,1.0
1359,75.296,1.0
1360,119.78,3.0
